DF_Market,Location,CR_BrandId,$theyearbefore NOR,$previous_year NOR,$current_year NOR,$theyearbefore MC,$previous_year MC,$current_year MC
Serbia,Belgrade,123652,0,115143.992336587,7100651.01997013,0,92258.405336587,5633032.76397013
Mauritania,Nouakchott,114700,6208.099833087,26193.982268739,39334.981073898,4976.321833087,20546.970268739,30830.747073898
Bulgaria,Sofia,120937,233284.162352016,474083.080109229,902098.119598032,212128.194352016,314945.880109229,684596.720598032
Italy,Bari,125682,0,721.743997606,103360.362971484,0,-494.898002394,86800.391971484
Spain,Valencia,123156,3404.613533607,23916.00095164,64376.551313125,3108.753533607,19586.19695164,53651.723313125
Turkey,Istanbul Asia Airport,123820,0,147436.657654193,86909.536913273,0,120573.364654193,73407.945913273
Brazil,Brasilia,123639,247.182,656.243,2377.232,227.487,525.872,1934.38
Japan,Chitose,114728,0,18286.671254193,0,0,15815.014254193,0
Russia,Sochi,121998,626.992306636,2987.07958857,11978.426158674,574.798306636,2450.02858857,9803.745158674
Spain,Gerona,122449,3111.057620121,11893.688596639,8475.758393657,2898.800620121,10202.606596639,7369.855393657
Colombia,Bogota,114359,66155.366,198226.234,113983.87,55444.313,162398.419,95405.369
China,Ningbo Lishe,122802,0,330.53,7797.995,0,210.758,5052.358
France,Montpellier,122766,25123.738878462,54396.342964397,222215.913168617,22670.620878462,48707.122964397,201505.139168617
Tunisia,Jerba,113639,249826.603758131,489985.864883805,0,210708.942758131,407589.700883805,0
Colombia,Bogota,123645,9433.52,16349.81,11583.96,8985.08,12535.869,9603.436
Italy,Naples,121006,0,12166.970414786,273942.568588889,0,10476.047414786,239252.060588889
China,Fuzhou Changle,122803,0,0,5635.62,0,0,2774.017
Poland,Rzeszow,144363,0,20.009155668,83776.689150062,0,15.777155668,69980.799150062
Poland,Warsaw-Modlin,125460,24390.624375292,65181.346072947,351619.933414129,21732.208375292,57833.661072947,315474.740414129
China,Urumchi Diwobao,144126,0,0,23585.358,0,0,18487.268
Guinea DF,Conakry,98238,12654.72,43284.838,0,10483.45,34783.436,0
Turkey,Diyarbakir Airport,85806,7818.683460853,11149.144557874,35898.648083803,6132.127460853,8345.011557874,26795.395083803
China,Wuhan Tianhe,122860,0,12176.317,36181.421,0,8183.736,24417.431
Qatar,Doha,125377,25079.091,326541.565,116044.935,22991.328,293495.148,103981.393
Brazil,Natal,139305,0,516.542,8933.565,0,394.255,6864.373
Spain DP,Gerona,125048,1889.01639358,12.76874503,0,1547.79239358,8.71074503,0
Oman,Salalah,98816,17952.516,64145.913,51071.082,15507.306,55063.001,44270.799
Germany,Stuttgart,125052,48912.554753234,23684.00679704,7105.784553561,43926.286753234,20909.87479704,6342.414553561
Russia,Astrakhan,121964,272.464042205,614.302742749,1639.358721996,208.834042205,443.878742749,1249.743721996
Lebanon,Beirut - Rafik Hariri,125838,0,0,668490.692,0,0,508200.762
Morocco,Tangier,123388,0,0,-2.988213503,0,0,-10.559213503
Russia,Moscow - Sheremetyevo,86984,0,406.873494761,0,0,341.412494761,0
Brazil,Viracopos,144768,0,0,9549.206,0,0,7026.847
Mexico,Guadalajara,114397,3925.83,8003.584,32375.493,3506.54,6251.803,25796.63
China,Qingdao Liuting,105695,108.728,8836.776,88732.655,82.352,6056.193,61856.075
Tanzania,Kilimanjaro,142119,0,505.356949499,21294.270796857,0,378.283949499,16755.703796857
Tunisia,Sfax,123506,0,1428.387092855,49053.299387521,0,859.164092855,40800.338387521
Spain,Murcia,123084,0,40.976574597,0,0,33.421574597,0
South Africa,Cape Town,87156,5429.923488868,0,0,4225.981488868,0,0
Spain DP,Mahon Airport,125051,26861.917869692,14013.783855708,0,22898.652869692,9963.629855708,0
Egypt,Hurgada,113623,309320.118,648478.66,276339.705,268084.252,552514.496,236679.515
Oman,Muscat,99273,0,17833.486,182518.336,0,15259.46,160334.948
United Arab Emirates,Dubai,137625,0,-6713.416,0,0,-29608.345,0
China,Changzhou Benniu,122864,0,198.8,937.469,0,134.177,629.269
Turkey,Ankara Airport,122202,10986.34364394,18611.104808572,23334.752848262,9201.30564394,15439.828808572,19491.654848262
Turkey,Gaziantep Airport,123071,0,4067.076095049,23646.976771692,0,3499.271095049,19677.271771692
China,Chengdu Shuangliu,125541,0,0,4.731,0,0,3.747
Turkey,Bodrum Airport,137512,0,4410.677808882,4175.415260134,0,3934.489808882,3726.005260134
Saudi Arabia,RIYADH,139319,0,0,23793.08,0,0,18461.815
Saint Marteen (NL),St. Maarten Princess Juliana,125835,0,5270.32,30088.309,0,4779.982,26180.928
China,Hangzhou Xiaoshan,124461,0,-8.463,0,0,-21.394,0
Russia,Moscow - Sheremetyevo,121959,0,0,10172.844582119,0,0,8107.679582119
Japan,Sendai,125432,0,0,5403.337459807,0,0,4705.136459807
China,Kunming Wujiaba,105441,0,106.337,0,0,78.286,0
Morocco,Essaouira,58267,12695.68667474,18328.937728938,0,10723.19867474,15522.074728938,0
Italy,Bergamo,121869,14220.247783808,0,0,13145.051783808,0,0
Turkey,Gaziantep Airport,103941,374.401309483,546.354297076,612.762761141,316.831309483,469.702297076,515.411761141
Turkey,Kutahya Airport,56639,223.076985128,257.913712366,0,204.896985128,212.616712366,0
Chile,Santiago Arturo Merino Benitez,100604,0,0,0,0,0,0
Turkey,Cukurova Airport,125310,0,0,1431.301296661,0,0,1265.654296661
Greece,Mykonos,120908,16650.774124727,12081.637043734,1000.330001956,15159.766124727,10033.309043734,830.962001956
Turkey,Denizli Cardak Airport,123070,0,13.44408095,9.619860696,0,10.64508095,7.698860696
Turkey,Diyarbakir Airport,123821,88.507773194,60.641383577,79.806265454,67.629773194,44.837383577,60.149265454
Egypt,Marsa Aalam,104939,22416.36,8413.722,0,18472.512,6780.439,0
Jordan,Amman,114359,0,228616.388,0,0,193527.38,0
China,Xian Xianyang,110726,0,-2.085,0,0,-17.146,0
Kazakhstan,Shymkent,98179,243.347804147,177.501657239,0,208.549804147,149.845657239,0
Chile,Santiago Arturo Merino Benitez,114700,0,2683.606,0,0,1741.729,0
Turkey,Samsun Airport,137513,0,0,131.519394283,0,0,108.293394283
Cape Verde,Praia,100025,0,1599.93,3055.163,0,1144.154,2329.946
Nigeria,Abuja,100863,1388.01,417.404,0,1320.158,318.582,0
Honduras,Tegucigalpa,139319,0,2847.936,131.447,0,2180.005,107.073
China,Wenzhou Longwan,105693,0,0,0,0,-2.489,0
China,Xian Xianyang,105693,0,-1.463,0,0,-12.048,0
Mozambique,Beira,114698,9682,0,0,7942.2,0,0
Turkey,Eskisehir Airport,124776,0,0,27.937349098,0,0,23.547349098
Turkey,Cukurova Airport,137662,0,0,224.992119058,0,0,187.093119058
Peru,Lima,104518,0,0,0,0,0,0
Turkey,Konya Airport,70908,309.979586173,550.74382315,0,237.525586173,414.95482315,0
China,Kunming Wujiaba,105690,0,237.771,0,0,175.427,0
Portugal,Madeira,125803,0,0,3295.740165501,0,0,2936.062165501
Mexico,Guadalajara,122798,0,0,67.075,0,0,32.932
Ukraine,Zaporizhya,98146,822.398795208,0,0,702.648795208,0,0
Greece,Ioannina,120934,0,93.697958865,0,0,77.895958865,0
Great Britain,London Luton,125415,0,327.428061505,0,0,283.245061505,0
China,Yanji Zhaoyangchuan,119256,0,0,0,0,-2.739,0
Russia,Ekaterinburg,121957,0,251.692749251,0,0,212.244749251,0
China,Fuzhou Changle,122864,0,3.125,0,0,1.869,0
New Zealand,Auckland,123412,0,3.47712,0,0,3.24112,0
India,Bangalore,104939,0,0.464,0,0,0.385,0
Spain,Malaga,104571,0,0,0,0,0,0
Italy,Rome Fiumicino,122498,417676.068947906,1226628.69531651,4489115.74746253,364365.454947906,1057664.70231651,3894062.64646253
Taiwan,Taipei - Taoyuan,95404,25294.666,653470.473,1900042.918,19924.35,494099.558,1384926.316
United Arab Emirates,Sharjah,120093,83230.55,286547.887,792065.583,77932.861,247171.128,691289.646
France,Paris Charles De Gaulle,121898,81033.03109535,197190.869936591,462969.410250355,71939.01309535,176139.245936591,417979.388250355
Croatia,Split,125441,72217.198571139,80557.20695736,597604.142190176,63713.056571139,70241.00095736,525386.035190176
United Arab Emirates,Abu Dhabi,120012,443880.17,1925491.532,270500.15,397792.872,1707299.027,239552.176
India,Mangalore,123413,0,0,0,0,0,0
Tanzania,Kilimanjaro,123412,0,9516.277503405,24075.828787188,0,7701.771503405,19628.897787188
Egypt,Asyut,123640,0,0,35301.492,0,0,28433.869
Oman,Muscat,125312,0,193489.992,429080.759,0,171847.308,383784.5
Saudi Arabia,RIYADH,123641,0,0,517777.233137754,0,0,448246.037137753
Turkey,Istanbul Airport,124776,0,23229.858137401,882225.130850669,0,19933.761137401,754622.799850668
Turkey,Dalaman Airport,125310,0,17573.524333525,24239.089908486,0,15704.181333525,21665.083908486
South Korea,Incheon,144142,0,0,1274933.401,0,0,1017992.132
Japan,Osaka - Kansai,144212,0,0,469293.910497036,0,0,386543.452497036
Qatar,Doha,123515,1912561.365,7879881.466,26089094.596,1728487.049,7062004.017,23317216.726
Turkey,Istanbul Airport,85806,506896.02400453,1071761.02709574,2626295.58191748,428106.760004529,886337.799095743,2224947.22091748
Macau,Macau,95654,16893.13,402679.42,647716.546,13850.216,323454.476,530392.577
Mexico,Los Cabos,122896,19535.244,67905.228,316317.336,18263.451,57981.87,271856.957
Lebanon,Beirut - Rafik Hariri,122897,236648.338,544153.792,313378.919,193661.36,432817.798,253282.725
China,Kunming Wujiaba,122803,0,2148.739,24850.919,0,1298.615,12249.469
France DP,Marseille,122774,-1184.235240594,131.675220634,84.363050163,-1210.331240594,115.313220634,63.360050163
Kenya,Jomo Kenyatta,123412,3435.954,21440.354,90125.876,2904.114,17695.92,74985.606
Egypt,Luxor,59245,0,2599.791,15408.317,0,1870.2,11274.503
Tunisia,Enfidha,100604,20589.953083336,53565.59628906,7601.682460357,17399.157083336,44763.60528906,6461.833460357
Brazil,Sao Paulo - Guarulhos,99921,17197.084,77550.806,192171.551,13780.603,59470.678,147625.855
Turkey,Kayseri Airport,59148,2049.291919216,3630.028383115,5242.499120399,1724.197919216,2945.724383115,4408.386120399
China,Hefei Xinqiao,144126,0,0,9730.381,0,0,7753.001
Kuwait,Kuwait,123645,272993.578090857,315985.345,905831.349,259429.783090857,244203.396,700406.856
Sweden,Umea,125612,0,536.319106039,798.645201255,0,463.174106039,693.956201255
Turkey,Antalya Airport,114829,200845.827152303,423766.614830506,238206.375328307,185534.360152303,370689.975830506,210304.233328307
Lebanon,Beirut - Rafik Hariri,138525,0,182643.483,695783.243,0,145202.649,560745.622
Oman,Salalah,122939,33501.028,54321.409,210828.87,29995.076,47932.222,188118.81
Norway,Stavanger,141136,54.177203753,27737.627758084,344833.164685066,48.957203753,20945.791758084,305977.604685066
Brazil,Fortaleza,90233,0,68.205,0,0,54.647,0
Indonesia,Soekarno Hatta,122328,160290.88,587470.449,2504074.064,141786.368,511455.251,2188089.75
Brazil,Porto Alegre,114396,493.545,5692.9,2430.903,425.693,4065.934,1765.384
China,Changchun Longjia,125149,0,142.427,13832.175,0,111.969,10911.029
Turkey,Istanbul Asia Airport,142185,0,0,133544.540708506,0,0,118035.082708506
Spain DP,Alicante,123084,14276.258584615,60424.374041889,228195.797868974,11964.064584615,40736.162041889,160331.934868974
Ecuador,Quito,114397,1764,39189.924,32592.502,1503.028,32409.986,27648.785
Caribbean Other,Kralendijk (Bonaire),125840,0,5830.848,163467.449,0,4513.12,126095.838
Sri Lanka,Colombo,123647,0,3362.297,214993.954,0,2684.628,172289.431
Kenya,Jomo Kenyatta,138965,0,0,5923.954,0,0,4669.553
Italy,Genoa,125045,0,2403.029971639,0,0,2100.508971639,0
Great Britain,Southampton,125044,11230.113699269,18081.579651399,37494.87803671,10631.623699269,15944.616651399,33070.97403671
Bosnia-Herzegovinia,Sarajevo,114553,349858.521957269,715210.413087821,464165.341684838,306264.493957269,618246.366087821,402294.630684838
China,Beijing,122575,0,2997.376,0,0,2378.212,0
Saudi Arabia,Medina,125327,0,31750.530474561,926358.237150604,0,28001.299474561,819494.741150604
Great Britain,Liverpool,125044,30407.993381547,51250.309967779,103235.242118133,28783.020381547,45203.758967778,91037.892118133
Bosnia-Herzegovinia,Sarajevo,61707,11601.955589159,21886.133167093,6010.441922026,10152.771589159,18920.657167093,5212.582922026
France,Marseille,138522,0,27120.727931648,107857.516611237,0,24536.589931648,99257.676611237
United Arab Emirates,Abu Dhabi,120059,802655.142,678169.594,0,708820.77,594794.766,0
Kuwait,Kuwait,96169,0,1389638.326,0,0,1189626.474,0
Greece,Mitilini,123331,0,276.538104953,23825.187048089,0,228.452104953,18879.963048089
Belize,Belize City,104519,826.8,8403.858,4890.375,720.168,7172.449,4140.538
Togo,Togo,123639,0,141.409,2479.54,0,106.906,1841.904
Turkey,Izmir Airport,118916,0,77411.62474655,988791.039298599,0,66543.88474655,866298.026298599
China,Ningbo Lishe,122803,0,43.905,2392.452,0,27.926,1565.36
Turkey,Adana Airport,122202,138.957203914,1920.65715764,105.827188118,107.641203914,1435.64215764,81.306188118
Egypt,Alexandria,125129,0,58405.529,58233.218,0,44453.86,44203.432
Tunisia,Tozeur,141704,0,0,1304.960738305,0,0,1051.613738305
Angola,Luanda,100863,0,0,3744.07,0,0,2984.926
Morocco,Fes,58267,107618.297894888,107633.06952037,199667.138948174,90846.262894888,90555.13752037,168434.415948174
Brazil,Brasilia,157067,0,45.665,436.215,0,37.473,359.227
United Arab Emirates,Ras El Khaymah,120069,0,53370.28,141964.941,0,46591.28,125250.646
Turkey,Diyarbakir Airport,122592,0,11.622658902,7.711804572,0,9.041658902,6.029804572
Algeria,Constantine,125143,0,37866.339781772,0,0,32644.979781772,0
China,Guangzhou Baiyun,105689,3042.676,225222.614,871846.817,1416.358,151895.166,585976.245
Malaysia,Johor Bahru,98905,0,29124.138,411932.884,0,24954.203,354738.522
Brazil,Viracopos,91755,4022.128,20578.215,0,2932.56,15137.902,0
Chile,Santiago Arturo Merino Benitez,114752,36575.1,0,0,30680.806,0,0
China,Chongqing Jiangbei,105623,156.896,11276.41,55823.731,114.548,7802.059,38844.27
Mexico,Acapulco,107858,200.148,854.073,0,184.489,727.822,0
Saudi Arabia,Medina,125067,0,9569.747861574,263776.073057784,0,8439.087861574,234651.758057784
Caribbean Other,Kralendijk (Bonaire),157067,0,4722.876,9500.451,0,3873.362,7709.606
Suriname,Paramaribo,123639,0,0,609.695,0,0,522.392
Turkey,Bodrum Airport,98006,7648.76104224,64310.055934111,26687.731657174,6688.39104224,55865.025934111,23212.359657174
India,Amritsar,123518,0,0,16153.865,0,0,13642.479
China,Pengsheng,125541,0,0,15162.361,0,0,11800.992
Mexico,Guadalajara,104440,8422.152,8515.292,0,7524.415,6529.883,0
Greece,Mitilini,125727,0,465.4000568,1078.64476159,0,334.9260568,723.77476159
Cambodia,Sihanoukville,98204,220.715,830.304,458.415,201.576,664.156,368.725
Mexico,Ixtapa Zihuatanejo,114359,464.512,413.88,0,389.829,350.668,0
United Arab Emirates,Ras El Khaymah,148489,0,0,4735.603,0,0,4145.054
China,Yantai Penglai,122804,0,0,0,0,-7.348,0
Greece,Kos,120929,47352.77709931,26711.246150063,14944.288165783,40171.67709931,19289.759150063,9975.479165783
Saint Marteen (NL),St. Maarten Princess Juliana,123648,0,0,557.442,0,0,501.352
Mauritania,Nouakchott,114871,0,628.26,0,0,510.264,0
Turkey,Gaziantep Airport,122201,190.835765616,1088.259152586,2122.80602404,159.521765616,904.091152586,1738.52702404
Turkey,Kutahya Airport,70909,849.742340348,1525.77336117,1406.221442574,777.288340348,1238.99936117,1164.049442574
Jordan,Aqaba,107780,0,5539.283,194.496,0,4737.73,166.482
Nigeria,Abuja,98238,724.318,643.875,0,658.205,501.883,0
Poland,Olsztyn,146395,0,0,7701.003553729,0,0,5713.984553729
Turkey,Denizli Cardak Airport,98190,0,16.351480822,31.919188829,0,13.093480822,25.385188829
China,Guangzhou Baiyun,122801,0,-46.214,0,0,-127.113,0
Iraq,Erbil International Airport,124858,0,252826.917,0,0,214887.417,0
Turkey,Antalya Airport,104055,14053.158202143,6849.29200153,0,13569.493202143,5979.06600153,0
Turkey,Denizli Cardak Airport,124799,0,0.4278862699,4.373251508,0,0.3488862699,3.393251508
Ecuador,Quito,122798,0,0,548.916,0,0,374.717
China,Wuhan Tianhe,105692,0,85.687,0,0,66.01,0
Turkey,Cukurova Airport,122591,0,0,400.7733126,0,0,328.6523126
China,Changchun Longjia,125541,0,0,1.881,0,0,1.491
Oman,Salalah,90250,1836.604,7010.548,0,1624.504,6118.893,0
Turkey,Kutahya Airport,87049,296.408817155,1000.158580126,355.709807231,269.138817155,800.507580126,291.286807231
Germany,Hannover,125035,0,0,0,0,0,0
Paraguay,Asuncion Silvio Petterossi,122806,0,0,4726.255,0,0,3642.325
Turkey,Eskisehir Airport,42446,0,0,141.463451206,0,0,118.754451206
Dominican Republic,Puerto Plata,123645,543.982,5114.063,0,500.047,4188.019,0
Denmark,Aarhus,123077,3481.175847404,0,0,3133.215847404,0,0
China,Zhengzhou Xinzheng,122860,0,0,0,0,0,0
United Arab Emirates,Sharjah,120006,24489.349,0,0,22798.609,0,0
Japan,Kagoshima,125432,0,0,2871.182565895,0,0,2499.015565895
China,Changzhou Benniu,122862,0,0,0,0,0,0
China,Zhengzhou Xinzheng,105692,0,0,0,0,0,0
Morocco,Oujda,137315,0,2224.605294129,0,0,1830.672294129,0
Canary Islands,Lanzarote,123374,26726.029936765,0,0,24238.834936765,0,0
Turkey,Konya Airport,123070,0,0,996.823978535,0,0,797.111978535
China,Weihai Dashuibo,124461,0,0,0,0,-0.24,0
China,Ningbo Lishe,122800,0,14.644,0,0,9.749,0
Tunisia,Jerba,,0,0,-1083,0,0,-1083
Ecuador,Guayaquil,114707,0,0,0,0,0,0
Nigeria,Abuja,68479,0,0,0,0,0,0
Brazil,Recife,100604,0,0,0,0,0,0
China,Zhengzhou Xinzheng,105623,1.612,0,0,1.176,0,0
China,Fuzhou Changle,122801,0,0,0,0,-0.047,0
Egypt,Sharm El Sheikh,139322,0,52655.442,142601.57,0,41841.866,116132.627
Turkey,Istanbul Airport,120741,1739852.26497381,5026304.64499722,1785394.84016362,1466606.23697381,4156945.43899722,1494582.46616362
South Korea,Incheon,121947,5180.102,224290.549,582855.887,4044.276,171829.166,474477.336
South Korea,Incheon,121968,109941.422,3771328.086,10952270.55,93639.364,2941371.67,8616579.002
Israel,Tel-Aviv,123371,11255999.12,28916047.267,58010334.328,10027442.824,25428896.291,51135576.968
Chile,Santiago Arturo Merino Benitez,142119,0,9722.661,248035.027,0,7904.654,198158.827
France,Nice,122776,74154.010968341,142232.935010782,501912.095051572,66395.734968341,125150.629010782,446123.014051572
Japan,Chitose,97144,566.531190978,10344.175243143,57961.495186228,498.103190978,8880.526243143,49235.249186228
Mexico,Los Cabos,123639,1957.54,2841.036,7047.679,1810.585,2376.873,5999.531
Turkey,Antalya Airport,124776,5974.633947906,36996.306995848,226006.859286977,5779.776947906,32455.097995848,198199.506286977
Cape Verde,Espargos,139322,0,9547.323,289494.559,0,6740.283,197902.741
Morocco,Marrakech,142298,0,0,628551.424634654,0,0,524640.578634654
Turkey,Diyarbakir Airport,123074,0,161.589362739,4984.545436622,0,118.269362739,3721.609436622
United Arab Emirates,Abu Dhabi,125321,9569.016,258933.478250903,562143.845576725,8751.31,230639.195250903,501854.579576725
India,Cochin,118496,35262.750371541,61392.085,36939.371,33524.160371541,53868.462,32364.676
Ireland,Dublin,125469,0,53185.212334585,511279.821475662,0,42398.126334585,453414.096475662
Germany,Duesseldorf,123064,63477.736716267,27406.780418751,324154.449708655,62054.577716267,24410.508418751,290134.983708655
India,Bangalore,99273,16207.014622413,40484.09,29131.802,13974.776622413,34244.12,24535.576
China,Chengdu Tianfu,105623,0,4590.844,59766.414,0,3338.723,42294.158
Vietnam,Phu Quok,144213,0,0,13036.47,0,0,11175.818
Greece,Thessaloniki,121892,35731.937314234,13660.21708561,7883.6947081,34145.240314234,10392.72908561,6113.0727081
France,Montpellier,121221,9151.791139615,28511.026687161,174963.020351534,8242.443139615,25203.798687161,159432.188351534
Tunisia,Monastir,125837,0,30052.248005904,921449.180939518,0,22261.870005904,771760.031939518
Gibraltar,Gibraltar,124525,0,14711.024202932,57241.560398247,0,11980.584202932,46803.095398247
Italy,Torino,123372,0,0,13101.758716134,0,0,10397.946716134
United Arab Emirates,Abu Dhabi,120003,51358.526,254658.503063594,656028.905174846,47039.116,227879.115063594,594013.007174846
South Korea,Jeju,122868,0,359511.473,836845.92,0,290517.291,677549.692
Mexico,Los Cabos,104357,23161.958,145696.636,0,21100.295,117385.514,0
Japan,Chitose,119099,604.110856963,29185.600962259,103853.841500426,541.478856963,25743.564962259,90086.229500426
Guadalupe,Pointe-a-Pitre,123636,183304.42979276,415351.475020156,2051956.75391414,174027.81579276,366304.313020156,1850182.34491414
Georgia,Tbilisi,123662,88839.435198917,153920.199133497,661818.095214454,74921.035198917,127769.503133497,557741.944214454
Egypt,Luxor,95582,4567.384,20305.781,16411.364,3963.48,17284.174,13963.881
Panama,Panama Tocumen,123649,870,1974.768,8531.351,694.26,1568.908,6790.053
Spain,Vigo,123307,0,0,3143.977468288,0,0,2763.551468288
Turkey,Istanbul Asia Airport,139003,0,130292.820833455,0,0,114548.457833455,0
Bahrain,Manama,125839,0,1109746.826,5343086.632,0,974865.874,4730073.181
India,Indira Gandhi,125594,0,-6374.809,3527929.834,0,-12790.156,3074197.852
Norway,Stavanger,121118,133903.187897938,509473.101708304,687931.830565374,120746.821897938,457590.493708304,608723.927565373
Oman,Salalah,122945,17021.614,40598.099,217955.778,15242.478,35765.187,194585.341
China,Yanji Zhaoyangchuan,125149,0,246.274,18170.083,0,193.609,14329.134
South Korea,Busan - Kimhae,98206,5720.341,69287.821,192287.101,4582.731,54732.509,157180.295
Lithuania,Vilnius,120764,139700.240763482,101172.873510166,0,123777.582763482,88126.266510166,0
Turkey,Samsun Airport,70904,15908.504986993,32957.030299165,24718.008107499,13195.520986993,28179.032299165,20499.403107499
China,Wuxi Shuofang,125544,0,69.882,6685.056,0,46.941,4509.686
South Korea,Yangyang,108457,0,44,125.608,0,35.48,95.676
Caribbean Other,Antigua,142119,0,623.985,60441.961,0,425.898,49623.689
Japan,Hiroshima,122955,0,0,34866.232450285,0,0,30268.594450285
France DP,Paris Orly,137081,-3527.387278573,3014.057467882,5321.636816854,-3604.281278573,1965.041467882,3981.732816854
China,Qingdao Liuting,110716,119.004,60823.126,147252.45,96.718,47178.388,113332.188
Vietnam,Phu Quok,115509,973.84,1658.03,0,845.096,1413.774,0
Spain,Santiago De Compostela,123310,6069.273507263,17248.941375763,71352.062035178,5478.423507263,13487.428375763,61219.261035178
India,Goa,139322,0,1918.657,1230.027,0,1609.055,1036.833
Sri Lanka,Colombo,125836,2473.33,10659.093,122929.236,2316.748,9089.063,104734.277
India,Karipur,123515,0,0,8307.52,0,0,7262.99
Honduras,Tegucigalpa,91751,2279.04,3094.562,0,1944.996,2574.829,0
Kenya,Jomo Kenyatta,113960,0,0,81292.967,0,0,63357.097
Japan,Tokyo - Haneda,121997,0,109875.010986794,0,0,95087.666986794,0
Turkey,Bodrum Airport,124801,0,615.858293044,162502.569777707,0,464.936293044,147669.700777707
Spain DP,Sevilla,122449,35090.773566045,135526.605573782,104486.572619255,30094.068566045,94335.038573782,75892.386619255
China,Shanghai Pudong,105695,0,806.867,0,0,542.121,0
Maldives,Male,122120,0,10777.786,0,0,9170.059,0
Albania,Tirana,139322,0,67788.894472597,1186530.40004827,0,51030.986472597,926047.399048266
Sri Lanka,Bandaranaike,123518,0,1435.966,47082.776,0,1173.031,37578.147
Brazil,Recife,114396,2050.11,2087.482,0,1768.262,1480.267,0
Algeria,Oran,113639,0,50042.00287348,0,0,42007.82287348,0
Turkey,Ankara Airport,42447,31357.705617947,40413.669897829,8270.156159085,25703.725617947,32985.455897829,6959.474159085
China,Xiamen Gaoqi,121384,0,37.77,0,0,27.224,0
India,Amritsar,98258,2220.382,9354.737,0,1964.892,8189.752,0
Turkey,Diyarbakir Airport,124504,0,336.806715449,26642.079427062,0,250.043715449,19118.481427062
Mexico,Puerto Vallarta,125835,0,6090.892,49889.339,0,5166.871,42504.718
Japan,Fukuoka,113865,20783.98651654,304661.293369729,172868.612596381,18741.46251654,270863.882369729,151300.967596381
Turkey,Ankara Airport,137292,1552.635505337,3.223155386,34372.685194627,1343.859505337,2.768155386,29967.347194627
Colombia,Medellin Jose Maria Cordova,91755,19846.1,36836.52,9069.945,16293.81,29652.224,7255.425
Bulgaria,Varna,120937,57605.259102064,57313.167900459,36538.436427421,52577.237102064,44892.756900459,29567.115427421
Brazil,Salvador,114397,0,423.146,9045.933,0,322.43,6966.893
Lebanon,Beirut - Rafik Hariri,107201,101654.226,428327.137,222713.132,79972.84,325091.792,172731.376
Sweden,Gothenburg,125601,0,0,347.115440438,0,0,306.807440438
Greece,Ioannina,124700,0,0,55.665093875,0,0,45.201093875
India,Sardar Vallabh Bhai Patel,104588,158.622,904.963,0,141.502,798.605,0
China,Qingdao Liuting,110715,0,0,0,0,0,0
Ukraine,Lviv,114739,31463.998123577,0,0,27109.278123577,0,0
Russia,Sochi,121992,464.697077437,258.936917321,0,387.432077437,159.546917321,0
Uganda,Entebbe,123512,0,0,11294.861,0,0,9291.275
Angola,Luanda,125841,0,0,12083.611,0,0,4836.268
Turkey,Gaziantep Airport,56639,1361.874758604,1428.492936347,0,1174.014758604,1217.179936347,0
Mexico,Cozumel,123645,467.94,2022.28,0,433.095,1686.423,0
French Guyana,Cayenne,121929,34908.758225056,0,0,33865.681225056,0,0
China,Wuhan Tianhe,105439,0,61.572,0,0,48.954,0
Brazil,Recife,125348,5195.595,3440.324,0,4470.099,2434,0
Namibia,Windhoek,125840,0,0,1797.12,0,0,1412.304
China,Yanji Zhaoyangchuan,122804,0,0,0,0,-3.65,0
Bahrain,Manama,90250,16771.254,18909.122,0,14919.924,16721.159,0
Russia,Kazan,123054,0,3.891309138,0,0,3.191309138,0
Saudi Arabia,Medina,139319,0,0,10306.089,0,0,8880.132
South Korea,Jeju,96140,237476.7,0,0,185672.21,0,0
Germany,Dresden,125798,0,0,0,0,0,0
United Arab Emirates,Abu Dhabi,122008,680.098,0,0,607.026,0,0
Russia,Min Vody,86984,249.431519227,8.964388221,0,213.205519227,7.502388221,0
Japan,Okayama,114605,0,0,0,0,0,0
Egypt,Aswan,137359,0,1620.218,0,0,1378.535,0
Brazil,Belo Horizonte,104440,979.624,1168.614,0,885.674,885.676,0
Suriname,Paramaribo,142119,0,0,-357.646,0,0,-2002.175
China,Wuxi Shuofang,105692,0,0,0,0,0,0
Spain,Castellon,125681,0,0,1153.695395733,0,0,1009.591395733
China,Wuxi Shuofang,122802,0,0,0,0,0,0
Dominican Republic,Santo Domingo Las Americas,102979,0,0,0,0,0,0
Oman,Salalah,125840,3694.858,0,0,3287.746,0,0
Kenya,Nairobi,142119,0,0,1493.28,0,0,1195.613
Turkey,Gaziantep Airport,142106,0,0,50.688216693,0,0,40.749216693
Mexico,Acapulco,125347,96.644,0,0,86.205,0,0
China,Fuzhou Changle,114873,4.348,0,0,3.566,0,0
Turkey,Cukurova Airport,122202,0,0,65.672850139,0,0,55.765850139
Turkey,Eskisehir Airport,124808,0,0,51.595087443,0,0,42.785087443
Mexico,Cozumel,125625,0,0.108,0,0,0.09,0
China,Ningbo Lishe,122859,0,76.988,0,0,56.758,0
Italy,Rome Fiumicino,122501,191690.937878265,764171.677581824,3120083.49288829,162061.463878265,644845.112581824,2622435.77388829
China,Beijing,109527,-178870.982,7911.572,1090232.24,-183857.244,3845.151,790789.819
