Location,Cat_A,Cat_B,Cat_C,Cat_D,Avg_Score,Market_Volume,PMI_Volume,Market_Share
Johannesburg,3.333300000000,9.17222561,6.628943445,10,7.283617264,27842600,12794200,0.4595188668
Port-au-Prince (Haiti),4.901910980400,10,4.232489498,10,7.28360012,594204,428400,0.7209645172
Christchurch,4.444398888900,10,4.672703732,10,7.279275655,897092,218000,0.2430074062
Curacao,5.512764871800,10,3.544774145,10,7.264384754,13230840,9261810,0.700016779
Stavanger,4.333290000000,9.484178196,5.094201491,10,7.227917422,10363550,4046100,0.3904164114
Salalah,5.937440625000,10,2.96696606,10,7.226101671,29919991,13943400,0.4660228675
Sandefjord-Torp,5.833275000000,10,3.060644616,10,7.223479904,8464477,3682111,0.4350075025
Durban,3.749962500000,8.856691226,6.261311247,10,7.216991243,898000,288000,0.3207126949
Suleymania Airport,4.912230877200,10,3.895857998,10,7.202022219,6758786,5380000,0.7960009386
Nouakchott,2.222201111100,9.418604628,9.940450692,0,7.193752144,1052800,742800,0.7055471125
San Jose,7.499925000000,0,6.880903498,0,7.190414249,1715200,1236600,0.7209654851
Basrah,6.166605000000,10,2.562864948,10,7.182367487,13391946,10660000,0.7960008202
Dar Es Salaam,2.727246060600,8.326875452,7.670496305,10,7.181154455,2297499,1071200,0.4662461224
Banjul,1.904744285700,9.680000056,9.952168158,0,7.178970833,3313800,1856800,0.5603234957
Aalborg,8.888801111100,0,5.459030252,0,7.173915681,359057,138703,0.3862979973
Pengsheng,4.222181111100,10,4.433960542,10,7.164035413,3199840,3199840,1
Zanzibar,4.999950000000,10,3.635834888,10,7.158946222,6172000,6172000,1
Mandalay,6.666600000000,10,1.945852698,10,7.153113174,286200,286200,1
Oslo,4.166625000000,9.484178196,4.949952319,10,7.150188879,33118688,13610200,0.4109522696
Trondheim,3.888851111100,9.304243834,5.244583367,10,7.109419578,3037001,1150400,0.3787947386
Hyderabad,5.555501111100,10,2.850892008,10,7.10159828,12293396,6514000,0.529877993
Krasnodar,0.000000000000,0,7.099781738,0,7.099781738,0,0,0
Voronezh,0.000000000000,0,7.099781738,0,7.099781738,0,0,0
Belgorod,0.000000000000,0,7.099781738,0,7.099781738,0,0,0
Rostov Don,0.000000000000,0,7.099781738,0,7.099781738,0,0,0
Cape Town,3.749962500000,8.73233418,5.775748362,10,7.064511261,11837800,6920000,0.5845680785
Trabzon Airport,5.357089761900,9.260040386,3.39355905,10,7.002672299,4176400,3584000,0.8581553491
Paris Orly,3.571394285700,9.056923095,8.454255995,6.914285714,6.999214772,50096400,31140000,0.6216015522
Paris Orly,3.571394285700,9.056923095,8.454255995,6.914285714,6.999214772,50096400,31140000,0.6216015522
Bergen,3.777738888900,9.054877627,5.132473444,10,6.99127249,6027030,2555300,0.4239733335
Indira Gandhi,5.432045679000,10,2.513499665,10,6.986386336,61580006,34237993,0.5559920374
Konya Airport,5.135085315300,9.423457056,3.256567273,10,6.953777411,526400,398200,0.7564589666
Sarajevo,4.999950000000,10,2.759826425,10,6.939944106,12339152,6681384,0.5414783771
Tuzla,6.111048888900,10,1.56542125,10,6.919117535,6499741,3553800,0.5467602478
Beauvais,4.166625000000,7.675962833,8.864615654,0,6.902401162,1356800,810800,0.5975825472
Beauvais,4.166625000000,7.675962833,8.864615654,0,6.902401162,1356800,810800,0.5975825472
Cochin,5.476135238100,10,2.092698237,10,6.892208369,4437134,2077002,0.4680953967
Antalya Gazipasa Airport,4.523764761900,7.351945381,5.661059557,10,6.884192425,4845000,2823200,0.5827038184
Rome Fiumicino,3.958293750000,8.408615657,8.17092466,0,6.845944689,30476600,18672200,0.6126733297
Kayseri Airport,5.120722125600,8.058551109,3.952603033,10,6.782969067,4900000,3659400,0.7468163265
Medellin Jose Maria Cordova,5.287303793100,10,1.786727043,10,6.768507709,3088741,2227006,0.7210076857
Queretaro,5.999940000000,10,1.0216654,10,6.75540135,20000,20000,1
Palermo,4.814765185200,7.914731965,7.495511221,0,6.741669457,1801600,1159000,0.6433170515
Manila - Ninoy Aquino,5.555501111100,0,7.92739078,0,6.741445945,2539200,2539200,1
Kagoshima,5.833275000000,6.666666667,4.307401443,10,6.701835778,391963,58400,0.148993655
Erfurt,0.000000000000,0,6.698970492,0,6.698970492,0,0,0
Punta Cana - Higuey,2.758592413800,9.034721843,4.973704987,10,6.691754811,48100000,24900600,0.5176839917
St. George's Point Saline,3.777738888900,7.507415508,5.399147869,10,6.671075567,426400,212400,0.4981238274
Roland Garros,2.916637500000,6.658275696,7.106211005,10,6.67028105,40315600,23947400,0.593998353
Ras El Khaymah,6.111048888900,10,0.5598851993,10,6.667733522,21112141,15117600,0.7160619096
Kralendijk (Bonaire),4.545407878800,10,2.123863535,10,6.667317853,2373035,1710999,0.7210171784
San Jose,7.499925000000,0,5.769738985,0,6.634831992,1715200,1236600,0.7209654851
Montego Bay,2.469111975300,8.695766919,5.340515668,10,6.626348641,16967203,5899002,0.3476708565
Paris Charles De Gaulle,2.619020476200,9.151260516,7.797992955,6.914285714,6.620639915,77542600,48528000,0.6258237408
Paris Charles De Gaulle,2.619020476200,9.151260516,7.797992955,6.914285714,6.620639915,77542600,48528000,0.6258237408
Tel-Aviv,5.666610000000,9.920634921,4.765914219,6.116308916,6.617367014,329713657,236571800,0.7175068274
Aomori,5.833275000000,0,7.397878065,0,6.615576533,116655,21400,0.1834469161
Naples,4.791618750000,7.972471241,7.05585241,0,6.606647467,9690200,5758200,0.5942292213
Windhoek,4.444398888900,10,1.620063215,10,6.516115526,2209066,1064800,0.4820136655
Buenos Aires Aeroparque,5.925867407400,10,0.05150273892,10,6.494342537,2328800,2328800,1
Brno,5.833275000000,0,7.152390727,0,6.492832863,3097570,1510000,0.4874788947
Buenos Aires - Ezeiza,5.925867407400,10,0.0003726859819,10,6.481560023,17008000,17008000,1
Adana Airport,4.642810238100,9.544607362,1.684356005,10,6.467943401,890000,620600,0.6973033708
Makhachkala,2.777748888900,10,6.617212901,0,6.464987263,213200,88000,0.4127579737
Dubrovnik,8.333250000000,0,4.585996013,0,6.459623006,2244122,2019400,0.8998619505
Oujda,1.805538611100,8.601398797,5.409072342,10,6.454002438,26605798,16203400,0.6090176284
Iwate,3.333300000000,0,9.571742202,0,6.452521101,6422,1000,0.1557147306
Fukushima,3.333300000000,0,9.57050628,0,6.45190314,9312,1400,0.1503436426
Beirut - Rafik Hariri,5.277723888900,10,0.5213990958,10,6.449780746,147759917,67378800,0.4560018804
Brasilia,3.148115185200,7.909602873,4.671353166,10,6.432267806,289600,171800,0.5932320442
Mazatlan,4.705836274500,5.896351441,5.073507584,10,6.418923825,278400,189800,0.6817528736
Florianopolis,3.921530784300,7.027841845,4.705626362,10,6.413749748,806200,375600,0.4658893575
Sao Paulo - Guarulhos,3.174571587300,7.765687151,4.648297742,10,6.39713912,18815000,11209800,0.5957905926
Cozumel,4.666620000000,7.109626095,3.779521212,10,6.388941827,758400,482600,0.6363396624
Tokyo - Haneda,5.714229523800,10,7.102798836,2.663529023,6.370139346,345863217,41318200,0.1194639903
Tangier,1.609180574700,8.189543172,5.65857636,10,6.364325027,43075496,23866000,0.5540504978
Belo Horizonte,3.999960000000,7.239946087,4.1926938,10,6.358149972,435400,261000,0.5994487827
Lille,5.416612500000,5.665109505,7.977590378,0,6.353104128,552200,376600,0.6819992756
Basseterre (Saint Kitts),4.166625000000,6.108413959,5.121682946,10,6.349180476,227800,111200,0.4881474978
Panama Tocumen,5.476135238100,7.874015772,2.041085807,10,6.347809204,9414012,6485200,0.6888880108
Billund,6.666600000000,0,6.011588518,0,6.339094259,5185196,1489357,0.2872325366
Lusaka,5.333280000000,10,0.01116881008,10,6.336112203,637438,617200,0.9682510299
Venice,3.749962500000,7.972471241,7.26731739,0,6.329917043,7550800,4264800,0.5648143243
Kigali,4.444398888900,10,0.8734599852,10,6.329464719,1118400,559200,0.5
Puerto Plata,4.035046315800,6.916447524,4.360900714,10,6.328098639,3013200,1854200,0.6153590867
Rabat,1.481465185200,7.955376339,5.822097558,10,6.314734771,42358344,23804800,0.5619860871
Addis Ababa,1.403495964900,8.088694461,5.731134749,10,6.305831294,55892608,36299000,0.6494418725
Bogota,4.252830804600,8.195948768,2.742794965,10,6.297893635,19601234,13094198,0.668029268
Izmir Airport,4.342063245600,8.589810312,2.238551096,10,6.292606163,62879800,34624600,0.5506474257
Fes,1.728379382700,8.059958723,5.370705421,10,6.289760882,52157705,30894400,0.5923266754
Samsun Airport,4.320943456800,8.541235842,2.229936722,10,6.273029005,2835200,2101200,0.7411117381
Quito,4.210484561400,6.513991434,4.363967767,10,6.27211094,5218800,3783000,0.7248792826
Salvador,3.777738888900,7.753101348,3.536956696,10,6.266949233,1112200,633200,0.5693220644
Mahon Airport,1.851834814800,9.375410927,7.556994727,0,6.26141349,5914400,1631200,0.2758014338
Mahon Airport,1.851834814800,9.375410927,7.556994727,0,6.26141349,5914400,1631200,0.2758014338
Enfidha,3.444408888900,8.352887788,3.235216514,10,6.258128298,13086200,12149400,0.9284131375
Ankara Airport,4.588697445900,8.684753815,1.742552527,10,6.254000947,17212000,11600000,0.6739484081
Cheongju,1.578930877200,7.023285243,6.387476509,10,6.247423157,17855500,1884600,0.1055473104
Daegu,0.999990000000,6.773031886,7.133753052,10,6.226693735,25144800,5679600,0.2258757278
Puerto Vallarta,3.492028412700,6.669775754,4.711775709,10,6.218394969,8600800,5647400,0.6566133383
Eskisehir Airport,5.862011379300,8.406057551,0.5586648238,10,6.206683439,430000,351400,0.8172093023
Agadir,1.264354023000,8.377446682,5.127890914,10,6.192422905,84337272,49136000,0.5826131061
Rio de Janeiro,1.999980000000,7.734100555,5.017062109,10,6.187785666,13842400,7813800,0.5644830376
Milan - Malpensa,3.921530784300,8.305080095,6.309349674,0,6.178653518,23171400,14005600,0.6044347774
Kinshasa,4.666620000000,10,0.01752857651,10,6.171037144,2120000,2120000,1
Bodrum Airport,4.142815238100,8.419993965,2.082049233,10,6.161214609,23326200,8412600,0.3606502559
Gaziantep Airport,4.206307936500,9.031274418,1.385310413,10,6.155723192,3180600,2421000,0.7611771364
Heraklion Airport,3.833295000000,3.107532764,7.657700613,10,6.149632094,10714200,3433400,0.3204532303
Kutaisi,5.128155384600,4.671959968,8.6242938,0,6.141469717,6125902,2786400,0.4548554646
Diyarbakir Airport,4.126942063500,8.666757786,1.686386379,10,6.120021557,1625800,1248400,0.7678681265
Kaohsiung,3.111078888900,5.358451112,5.988909048,10,6.114609762,92374673,7047760,0.07629537157
Kutahya Airport,5.925867407400,7.833838905,0.6952860747,10,6.113748097,126600,107400,0.8483412322
Faroe Islands,6.111048888900,0,0,0,6.111048889,923032,320000,0.3466835386
Denizli Cardak Airport,4.666620000000,7.130495689,2.646965161,10,6.111020213,63200,41200,0.6518987342
Luanda,4.333290000000,10,0.09860015918,10,6.10797254,1749600,1749600,1
Almeria,0.952370476200,8.824482711,8.508220917,0,6.095024701,1353000,424000,0.3133776792
Almeria,0.952370476200,8.824482711,8.508220917,0,6.095024701,1353000,424000,0.3133776792
Taichung,3.111078888900,5.358451112,5.834166753,10,6.075924188,18406625,1538604,0.08358968578
Guiyang Longdongbao,5.555501111100,0,6.588091759,0,6.071796435,2800,2800,1
San Salvador Comalapa,6.172778271600,7.751929455,0.3508822703,10,6.068897499,6974898,6240200,0.894665413
Kalibo,4.999950000000,0,7.134501085,0,6.067225543,45400,45400,1
Min Vody,3.333300000000,7.989317052,2.935293596,10,6.064477662,223200,95400,0.4274193548
Natal,4.629583703700,7.004465776,2.615127119,10,6.06229415,327400,224600,0.6860109957
Ixtapa Zihuatanejo,3.095205714300,5.223589349,5.927015479,10,6.061452635,138600,85400,0.6161616162
Johor Bahru,4.333290000000,5.829668171,4.017714558,10,6.045168182,5149000,1614000,0.3134589241
Jomo Kenyatta,3.166635000000,5.894343582,5.061605513,10,6.030646024,12766260,7229949,0.5663325829
Ngurah Rai,2.222201111100,8.154509091,3.731684041,10,6.027098561,36764090,14867000,0.4043891743
Kilimanjaro,1.851834814800,8.285287556,7.943279968,0,6.02680078,518000,307800,0.5942084942
Moscow - Vnukovo,3.636326969700,8.747267539,1.704392955,10,6.021996866,3028200,1170800,0.3866323228
Lima,1.212107878800,8.771368869,4.063683997,10,6.011790186,17445600,7548400,0.4326821663
Cali,5.057419425300,7.212274883,1.734622227,10,6.001079134,3795190,2890806,0.7617025762
Los Cabos,2.575730909100,7.555652956,3.823203829,10,5.988646924,6597600,3937200,0.5967624591
Milan - Linate,4.871744615400,6.627242307,6.439375404,0,5.979454109,1986600,1247200,0.6278063022
Florence,3.846114871800,7.294775021,6.768076565,0,5.969655486,1415800,813600,0.5746574375
Manama,4.095195714300,5.032637653,4.640489975,10,5.942080836,104049800,38666400,0.3716143616
Guatemala City,3.999960000000,5.669147923,4.043467091,10,5.928143754,5066800,4225600,0.8339780532
Athens,4.222181111100,7.012340544,2.385630109,10,5.905037941,30295087,12867200,0.4247289338
Brussels,2.222201111100,9.87361772,5.594413098,0,5.896743976,13491800,7919000,0.5869491098
Gothenburg,0.000000000000,0,5.894523256,0,5.894523256,400,0,0
Fortaleza,4.999950000000,5.21894262,3.306394648,10,5.881321817,2158800,1848000,0.8560311284
Oranjestad,3.478225217400,7.696354521,2.314085438,10,5.872166294,10041000,6539200,0.6512498755
Umea,5.833275000000,0,0,0,5.833275,10600,8000,0.7547169811
Astrakhan,4.333290000000,8.508973769,0.482772542,10,5.831259078,244800,211600,0.864379085
Bangalore,2.037016296300,9.092955419,2.186885513,10,5.829214307,11866400,3209600,0.2704779883
Komatsu,3.333300000000,0,8.323804201,0,5.8285521,577210,97000,0.1680497566
Sochi,3.333300000000,8.008225467,1.958109175,10,5.82490866,1001000,368600,0.3682317682
Asyut,6.333270000000,10,5.562524711,1.382903313,5.819674506,1137775,1137775,1
La Romana,5.555501111100,5.420102641,2.230549358,10,5.801538278,1039000,692800,0.6667949952
Tarbes - Lourdes,4.285670476200,8.145820303,0.7696539868,10,5.800286192,204000,75200,0.368627451
Leopold Sedar Senghar,0.666660000000,9.240909984,7.422931713,0,5.776833899,15083253,8687000,0.5759367691
Piarco,0.000000000000,0,5.770694519,0,5.770694519,1259530,0,0
Krasnoyarsk,3.333300000000,9.288945856,0.452290433,10,5.768634072,784000,536800,0.6846938776
Gerona,1.111098888900,8.90438384,7.200222549,0,5.738568426,3210200,1006200,0.3134384151
Gerona,1.111098888900,8.90438384,7.200222549,0,5.738568426,3210200,1006200,0.3134384151
Praia,4.166625000000,6.41286471,2.342801418,10,5.730572782,4108490,3180600,0.7741530343
Vientiane,4.666620000000,1.111111111,7.092282812,10,5.717503481,17754351,2748000,0.1547789609
Jerez De La Frontera,1.428555714300,9.18407362,6.528739303,0,5.713789546,227400,113400,0.4986807388
Munich,2.777748888900,8.165111677,6.195154015,0,5.712671527,14829400,7511600,0.506534317
Porto Alegre,4.583287500000,4.388375513,3.872850121,10,5.711128283,84200,50000,0.593824228
Rabil,4.374956250000,5.651881709,2.782668464,10,5.702376606,12184446,7837200,0.6432134871
Guayaquil,4.545407878800,3.049395161,5.196958141,10,5.697940295,4740600,4328600,0.9130911699
Oita,5.555501111100,0,5.83068206,0,5.693091586,25800,17600,0.6821705426
Cukurova Airport,5.858528080800,7.623994515,3.565465277,0,5.682662624,1422200,976000,0.6862607228
Monastir,1.794855384600,7.693336407,3.234418138,10,5.680652482,66205129,37485200,0.5661978243
Bydgoszcz,7.179414871800,0,4.147110183,0,5.663262528,8843919,6007000,0.6792237695
Viracopos,2.407382592600,6.526970095,3.689461894,10,5.655953645,1184600,823600,0.6952557825
Rhodes,4.166625000000,5.084258963,3.342953575,10,5.648459384,15541200,5403400,0.3476822897
Minsk,4.999950000000,0,6.274334962,0,5.637142481,184383,26360,0.1429632884
Tashkent,6.060546060600,10,0.7582601867,0,5.606268749,6501019,4459040,0.685898626
St. Petersburg Pulkovo,2.592567407400,7.189515239,2.631262364,10,5.603336253,1309800,502200,0.3834173156
Dortmund,5.555501111100,6.279069851,4.953934031,0,5.596168331,532898,383400,0.7194622611
Jerba,1.249987500000,7.586294619,3.516892022,10,5.588293535,37551427,21215400,0.5649692088
Santiago Arturo Merino Benitez,2.499975000000,3.857280421,5.984009517,10,5.585316234,16519600,4021400,0.2434320444
Verona,5.128155384600,5.395041924,6.213225007,0,5.578807438,2990200,1663000,0.5561500903
Reus,1.111098888900,8.559398111,7.057115614,0,5.575870871,4746800,1062400,0.2238139378
Reus,1.111098888900,8.559398111,7.057115614,0,5.575870871,4746800,1062400,0.2238139378
Santo Domingo Las Americas,4.090869090900,7.055800296,1.053675221,10,5.550086152,11596200,7616400,0.656801366
Tbilisi,4.761855714300,4.870671284,6.917501924,0,5.516676308,13733325,8910000,0.6487868014
Perth,1.212107878800,4.491730651,6.155887506,10,5.464931509,990475,260575,0.263080845
Monterrey,3.999960000000,6.808236784,1.023582004,10,5.457944697,918800,710600,0.7734000871
Istanbul Airport,6.017256493500,10,3.079679867,2.535737835,5.408168549,308523510,172868000,0.5603073814
Recife,2.962933703700,5.321879484,3.338011713,10,5.405706225,496600,315600,0.6355215465
Soekarno Hatta,3.636326969700,5.953919441,2.030870256,10,5.405279167,11575721,10591400,0.9149667654
Yangon,2.857114761900,1.111111111,7.544654008,10,5.37821997,603630,231840,0.3840763382
Bergamo,4.761855714300,5.965239023,5.380577362,0,5.369224033,6203400,3691200,0.5950285327
Ibiza,1.481465185200,9.286479852,5.225149877,0,5.331031638,13617000,3785200,0.2779760593
Ibiza,1.481465185200,9.286479852,5.225149877,0,5.331031638,13617000,3785200,0.2779760593
Santander,4.166625000000,5.297619019,6.506244162,0,5.323496061,573800,315400,0.5496688742
Santander,4.166625000000,5.297619019,6.506244162,0,5.323496061,573800,315400,0.5496688742
Essaouira,1.666650000000,9.219092454,0.4069488368,10,5.323172823,6307705,4252800,0.6742230336
Krakow Balice,4.358929743600,7.454869346,4.131836373,0,5.315211821,64129854,43256200,0.6745095662
Doha,6.054362789100,10,2.758807867,2.44633473,5.314876347,322068206,182890280,0.5678619516
Accra,1.481465185200,2.911173042,6.807102803,10,5.299935258,3983400,1872000,0.4699502937
Seoul,0.972213611100,7.838198597,7.479387052,4.883921119,5.293430095,40641500,5932200,0.1459641007
