Year,Product Category,Location,DF_Market,TMO,Brand Family,CR_BrandId,DF_Vol,Flavor,Taste,Thickness,Length,cum_volume,cum_pct
2024,Cigarettes,Jeju,South Korea,KT & G,ESSE,92567,4649.0,NTD Caps,Full Flavor,SSL,100,772643.5999999999,65.69781323487098
2024,Cigarettes,Jeju,South Korea,KT & G,ESSE,92567,4649.0,NTD Caps,Full Flavor,SSL,100,777292.5999999999,66.09311727120662
2024,Cigarettes,Jeju,South Korea,KT & G,ESSE,92567,4649.0,NTD Caps,Full Flavor,SSL,100,781941.5999999999,66.4884213075423
2024,Cigarettes,Jeju,South Korea,KT & G,RAISON,53057,4643.4,Regular,Full Flavor,STD,KS,786584.9999999999,66.88324917640033
2024,Cigarettes,Jeju,South Korea,KT & G,RAISON,53057,4643.4,Regular,Full Flavor,STD,KS,791228.3999999999,67.27807704525837
2024,Cigarettes,Jeju,South Korea,KT & G,RAISON,53057,4643.4,Regular,Full Flavor,STD,KS,795871.7999999999,67.6729049141164
2024,Cigarettes,Jeju,South Korea,KT & G,SEASONS,46300,4141.0,Regular,Full Flavor,STD,KS,800012.7999999999,68.02501375783892
2024,Cigarettes,Jeju,South Korea,KT & G,SEASONS,46300,4141.0,Regular,Full Flavor,STD,KS,804153.7999999999,68.37712260156142
2024,Cigarettes,Jeju,South Korea,KT & G,SEASONS,46300,4141.0,Regular,Full Flavor,STD,KS,808294.7999999999,68.72923144528394
2024,Cigarettes,Jeju,South Korea,PMI,MARLBORO,95585,3777.0,Regular,Full Flavor,STD,KS,812071.7999999999,69.0503894029608
2024,Cigarettes,Jeju,South Korea,PMI,MARLBORO,95585,3777.0,Regular,Full Flavor,STD,KS,815848.7999999999,69.37154736063769
2024,Cigarettes,Jeju,South Korea,PMI,MARLBORO,95585,3777.0,Regular,Full Flavor,STD,KS,819625.7999999999,69.69270531831457
2024,Cigarettes,Jeju,South Korea,KT & G,BOHEM,88577,3768.2,Regular,Full Flavor,STD,KS,823393.9999999999,70.0131150128123
2024,Cigarettes,Jeju,South Korea,KT & G,BOHEM,88577,3768.2,Regular,Full Flavor,STD,KS,827162.1999999998,70.33352470731006
2024,Cigarettes,Jeju,South Korea,KT & G,BOHEM,88577,3768.2,Regular,Full Flavor,STD,KS,830930.3999999998,70.65393440180779
2024,Cigarettes,Jeju,South Korea,PMI,MARLBORO,125145,3691.6,NTD Caps,Full Flavor,STD,KS,834621.9999999998,70.96783080545089
2024,Cigarettes,Jeju,South Korea,PMI,MARLBORO,125145,3691.6,NTD Caps,Full Flavor,STD,KS,838313.5999999997,71.28172720909397
2024,Cigarettes,Jeju,South Korea,PMI,VIRGINIA SLIMS,121995,3687.4,Regular,Lights,SLI,KS,842000.9999999998,71.59526648712884
2024,Cigarettes,Jeju,South Korea,PMI,VIRGINIA SLIMS,121995,3687.4,Regular,Lights,SLI,KS,845688.3999999998,71.90880576516372
2024,Cigarettes,Jeju,South Korea,KT & G,ESSE,92949,3661.2,Regular,Full Flavor,SSL,100,849349.5999999997,72.22011725964255
2024,Cigarettes,Jeju,South Korea,KT & G,ESSE,92949,3661.2,Regular,Full Flavor,SSL,100,853010.7999999997,72.53142875412138
2024,Cigarettes,Jeju,South Korea,KT & G,ESSE,92949,3661.2,Regular,Full Flavor,SSL,100,856671.9999999997,72.84274024860022
2024,Cigarettes,Jeju,South Korea,JTI,MEVIUS,94994,3535.2,Regular,Full Flavor,STD,KS,860207.1999999996,73.14333797483249
2024,Cigarettes,Jeju,South Korea,JTI,MEVIUS,94994,3535.2,Regular,Full Flavor,STD,KS,863742.3999999996,73.44393570106476
2024,Cigarettes,Jeju,South Korea,JTI,MEVIUS,94994,3535.2,Regular,Full Flavor,STD,KS,867277.5999999995,73.74453342729701
2024,Cigarettes,Jeju,South Korea,JTI,MEVIUS,89726,3450.8,Regular,Full Flavor,STD,KS,870728.3999999996,74.03795462940222
2024,Cigarettes,Jeju,South Korea,JTI,MEVIUS,89726,3450.8,Regular,Full Flavor,STD,KS,874179.1999999996,74.33137583150744
2024,Cigarettes,Jeju,South Korea,KT & G,THE ONE,56117,3402.4,Regular,Full Flavor,STD,KS,877581.5999999996,74.62068158612746
2024,Cigarettes,Jeju,South Korea,KT & G,THE ONE,56117,3402.4,Regular,Full Flavor,STD,KS,880983.9999999997,74.90998734074748
2024,Cigarettes,Jeju,South Korea,KT & G,THE ONE,56117,3402.4,Regular,Full Flavor,STD,KS,884386.3999999997,75.1992930953675
2024,Cigarettes,Jeju,South Korea,KT & G,ESSE,125779,3223.2,NTD Caps,Full Flavor,SSL,100,887609.5999999996,75.4733614907035
2024,Cigarettes,Jeju,South Korea,KT & G,ESSE,125779,3223.2,NTD Caps,Full Flavor,SSL,100,890832.7999999996,75.7474298860395
2024,Cigarettes,Jeju,South Korea,KT & G,ESSE,115536,3109.0,NTD Caps,Full Flavor,SSL,100,893941.7999999996,76.01178786602821
2024,Cigarettes,Jeju,South Korea,KT & G,ESSE,115536,3109.0,NTD Caps,Full Flavor,SSL,100,897050.7999999996,76.27614584601695
2024,Cigarettes,Jeju,South Korea,PMI,PARLIAMENT,121941,3094.4,Regular,Full Flavor,STD,KS,900145.1999999996,76.53926238936756
2024,Cigarettes,Jeju,South Korea,PMI,PARLIAMENT,121941,3094.4,Regular,Full Flavor,STD,KS,903239.5999999996,76.8023789327182
2024,Cigarettes,Jeju,South Korea,PMI,PARLIAMENT,121941,3094.4,Regular,Full Flavor,STD,KS,906333.9999999997,77.06549547606882
2024,Cigarettes,Jeju,South Korea,PMI,PARLIAMENT,121949,3035.8,NTD Caps,Full Flavor,STD,KS,909369.7999999997,77.32362926688575
2024,Cigarettes,Jeju,South Korea,PMI,PARLIAMENT,121949,3035.8,NTD Caps,Full Flavor,STD,KS,912405.5999999997,77.58176305770264
2024,Cigarettes,Jeju,South Korea,PMI,PARLIAMENT,121949,3035.8,NTD Caps,Full Flavor,STD,KS,915441.3999999998,77.83989684851956
2024,Cigarettes,Jeju,South Korea,KT & G,BOHEM,54719,2930.4,Regular,Full Flavor,STD,KS,918371.7999999998,78.0890684871683
2024,Cigarettes,Jeju,South Korea,KT & G,BOHEM,54719,2930.4,Regular,Full Flavor,STD,KS,921302.1999999998,78.33824012581705
2024,Cigarettes,Jeju,South Korea,KT & G,BOHEM,54719,2930.4,Regular,Full Flavor,STD,KS,924232.5999999999,78.5874117644658
2024,Cigarettes,Jeju,South Korea,KT & G,ESSE,89342,2824.0,Regular,Full Flavor,SSL,100,927056.5999999999,78.82753622103967
2024,Cigarettes,Jeju,South Korea,KT & G,ESSE,89342,2824.0,Regular,Full Flavor,SSL,100,929880.5999999999,79.06766067761353
2024,Cigarettes,Jeju,South Korea,KT & G,ESSE,89342,2824.0,Regular,Full Flavor,SSL,100,932704.5999999999,79.3077851341874
2024,Cigarettes,Jeju,South Korea,KT & G,ESSE,56914,2732.0,Regular,Full Flavor,SSL,100,935436.5999999999,79.54008683934313
2024,Cigarettes,Jeju,South Korea,KT & G,ESSE,56914,2732.0,Regular,Full Flavor,SSL,100,938168.5999999999,79.77238854449887
2024,Cigarettes,Jeju,South Korea,KT & G,ESSE,56914,2732.0,Regular,Full Flavor,SSL,100,940900.5999999999,80.00469024965462
2024,Cigarettes,Jeju,South Korea,BAT,DUNHILL,97341,2729.6,Regular,Full Flavor,STD,KS,943630.1999999998,80.23678788303422
2024,Cigarettes,Jeju,South Korea,BAT,DUNHILL,97341,2729.6,Regular,Full Flavor,STD,KS,946359.7999999998,80.46888551641383
2024,Cigarettes,Jeju,South Korea,BAT,DUNHILL,97341,2729.6,Regular,Full Flavor,STD,KS,949089.3999999998,80.70098314979344
2024,Cigarettes,Jeju,South Korea,KT & G,CLOUD 9,53797,2722.4,Regular,Full Flavor,SSL,100,951811.7999999998,80.93246856784468
2024,Cigarettes,Jeju,South Korea,KT & G,CLOUD 9,53797,2722.4,Regular,Full Flavor,SSL,100,954534.1999999998,81.16395398589592
2024,Cigarettes,Jeju,South Korea,KT & G,CLOUD 9,53797,2722.4,Regular,Full Flavor,SSL,100,957256.5999999999,81.39543940394715
2024,Cigarettes,Jeju,South Korea,PMI,MARLBORO,99408,2718.2,Regular,Full Flavor,STD,KS,959974.7999999998,81.62656769639017
2024,Cigarettes,Jeju,South Korea,PMI,MARLBORO,99408,2718.2,Regular,Full Flavor,STD,KS,962692.9999999998,81.85769598883319
2024,Cigarettes,Jeju,South Korea,PMI,MARLBORO,99408,2718.2,Regular,Full Flavor,STD,KS,965411.1999999997,82.0888242812762
2024,Cigarettes,Jeju,South Korea,KT & G,ESSE,94328,2539.4,NTD Caps,Full Flavor,SSL,100,967950.5999999997,82.3047492263979
2024,Cigarettes,Jeju,South Korea,KT & G,ESSE,94328,2539.4,NTD Caps,Full Flavor,SSL,100,970489.9999999998,82.5206741715196
2024,Cigarettes,Jeju,South Korea,KT & G,ESSE,94328,2539.4,NTD Caps,Full Flavor,SSL,100,973029.3999999998,82.7365991166413
2024,Cigarettes,Jeju,South Korea,KT & G,BOHEM,61561,2534.6,Regular,Full Flavor,STD,KS,975563.9999999998,82.95211591821075
2024,Cigarettes,Jeju,South Korea,KT & G,BOHEM,61561,2534.6,Regular,Full Flavor,STD,KS,978098.5999999997,83.16763271978019
2024,Cigarettes,Jeju,South Korea,KT & G,BOHEM,61561,2534.6,Regular,Full Flavor,STD,KS,980633.1999999997,83.38314952134964
2024,Cigarettes,Jeju,South Korea,KT & G,BOHEM,133602,2406.2,NTD Caps,Full Flavor,STD,KS,983039.3999999997,83.58774848289639
2024,Cigarettes,Jeju,South Korea,KT & G,BOHEM,133602,2406.2,NTD Caps,Full Flavor,STD,KS,985445.5999999996,83.79234744444314
2024,Cigarettes,Jeju,South Korea,KT & G,RAISON,126025,2388.8,Menthol,Full Flavor,STD,KS,987834.3999999997,83.99546688561298
2024,Cigarettes,Jeju,South Korea,KT & G,RAISON,126025,2388.8,Menthol,Full Flavor,STD,KS,990223.1999999997,84.19858632678284
2024,Cigarettes,Jeju,South Korea,KT & G,THE ONE,95177,2320.6,NTD Caps,Full Flavor,STD,KS,992543.7999999997,84.39590672831447
2024,Cigarettes,Jeju,South Korea,KT & G,THE ONE,95177,2320.6,NTD Caps,Full Flavor,STD,KS,994864.3999999997,84.5932271298461
2024,Cigarettes,Jeju,South Korea,KT & G,THE ONE,95177,2320.6,NTD Caps,Full Flavor,STD,KS,997184.9999999997,84.79054753137773
2024,Cigarettes,Jeju,South Korea,KT & G,ESSE,122813,2311.6,NTD Caps,Full Flavor,SSL,100,999496.5999999996,84.98710266374887
2024,Cigarettes,Jeju,South Korea,KT & G,ESSE,122813,2311.6,NTD Caps,Full Flavor,SSL,100,1001808.2,85.18365779612003
2024,Cigarettes,Jeju,South Korea,KT & G,ESSE,122813,2311.6,NTD Caps,Full Flavor,SSL,100,1004119.8,85.38021292849119
2024,Cigarettes,Jeju,South Korea,PMI,MARLBORO,98188,2309.0,Menthol Caps,Full Flavor,STD,KS,1006428.8,85.57654698310488
2024,Cigarettes,Jeju,South Korea,PMI,MARLBORO,98188,2309.0,Menthol Caps,Full Flavor,STD,KS,1008737.8,85.77288103771856
2024,Cigarettes,Jeju,South Korea,PMI,MARLBORO,98188,2309.0,Menthol Caps,Full Flavor,STD,KS,1011046.8,85.96921509233225
2024,Cigarettes,Jeju,South Korea,JTI,MEVIUS,94996,2215.4,Regular,Full Flavor,STD,KS,1013262.2,86.15759034767706
2024,Cigarettes,Jeju,South Korea,JTI,MEVIUS,94996,2215.4,Regular,Full Flavor,STD,KS,1015477.6,86.34596560302188
2024,Cigarettes,Jeju,South Korea,JTI,MEVIUS,94996,2215.4,Regular,Full Flavor,STD,KS,1017693.0,86.53434085836669
2024,Cigarettes,Jeju,South Korea,KT & G,THIS,97335,2185.0,NTD Caps,Full Flavor,STD,KS,1019878.0,86.72013120454724
2024,Cigarettes,Jeju,South Korea,KT & G,THIS,97335,2185.0,NTD Caps,Full Flavor,STD,KS,1022063.0,86.90592155072781
2024,Cigarettes,Jeju,South Korea,KT & G,THIS,97335,2185.0,NTD Caps,Full Flavor,STD,KS,1024248.0,87.09171189690836
2024,Cigarettes,Jeju,South Korea,KT & G,BOHEM,70934,2181.8,Menthol Caps,Full Flavor,STD,KS,1026429.8,87.27723014738743
2024,Cigarettes,Jeju,South Korea,KT & G,BOHEM,70934,2181.8,Menthol Caps,Full Flavor,STD,KS,1028611.6,87.46274839786649
2024,Cigarettes,Jeju,South Korea,KT & G,BOHEM,70934,2181.8,Menthol Caps,Full Flavor,STD,KS,1030793.4,87.64826664834555
2024,Cigarettes,Jeju,South Korea,KT & G,BOHEM,54720,2138.0,Regular,Full Flavor,STD,KS,1032931.4,87.83006058891033
2024,Cigarettes,Jeju,South Korea,KT & G,BOHEM,54720,2138.0,Regular,Full Flavor,STD,KS,1035069.4,88.0118545294751
2024,Cigarettes,Jeju,South Korea,KT & G,BOHEM,54720,2138.0,Regular,Full Flavor,STD,KS,1037207.4,88.19364847003988
2024,Cigarettes,Jeju,South Korea,KT & G,CLOUD 9,52984,2123.6,Regular,Full Flavor,SSL,100,1039331.0,88.3742179799479
2024,Cigarettes,Jeju,South Korea,KT & G,CLOUD 9,52984,2123.6,Regular,Full Flavor,SSL,100,1041454.6,88.55478748985593
2024,Cigarettes,Jeju,South Korea,KT & G,CLOUD 9,52984,2123.6,Regular,Full Flavor,SSL,100,1043578.2,88.73535699976395
2024,Cigarettes,Jeju,South Korea,KT & G,RAISON,37649,2105.6,Regular,Full Flavor,STD,KS,1045683.8,88.91439597135104
2024,Cigarettes,Jeju,South Korea,KT & G,RAISON,37649,2105.6,Regular,Full Flavor,STD,KS,1047789.4,89.09343494293812
2024,Cigarettes,Jeju,South Korea,CHINA NATIONAL,UNDEFINED,0,1965.6,,,,,1049755.0,89.26056972758458
2024,Cigarettes,Jeju,South Korea,KT & G,BOHEM,88576,1829.4,Regular,Full Flavor,STD,KS,1051584.4,89.41612343893593
2024,Cigarettes,Jeju,South Korea,KT & G,BOHEM,88576,1829.4,Regular,Full Flavor,STD,KS,1053413.8,89.57167715028727
2024,Cigarettes,Jeju,South Korea,KT & G,BOHEM,88576,1829.4,Regular,Full Flavor,STD,KS,1055243.199999999,89.72723086163863
2024,Cigarettes,Jeju,South Korea,JTI,MEVIUS,89714,1793.6,Menthol Caps,Full Flavor,STD,KS,1057036.8,89.87974050232945
